"State.Code","2022-01-03","2022-01-04","2022-01-05","2022-01-07","2022-01-10","2022-01-11","2022-01-12","2022-01-13","2022-01-14","2022-01-19","2022-01-21","2022-01-24","2022-01-25","2022-01-26","2022-01-27","2022-01-28","2022-02-01","2022-02-04","2022-02-07"
"ID",0,6.56845728285912,3.88633722569165,6.02108584262086,9.4695259161219,15.9285089109334,15.3264003266713,8.48425732369303,8.48425732369303,2.84633148923895,7.00635443504973,9.74321163624102,9.4695259161219,7.22530301114503,5.58318869043025,5.09055439421582,3.61265150557252,24.0296062264596,23.3180233541499
"IL",0,7.46770812065592,3.45580109838864,3.33663554327179,2.8281958414399,2.89969517451001,3.63852161623448,3.543189172141,11.3286721064419,12.0595541778252,15.4676890541671,19.9562582969018,21.4895217727386,23.2134501367623,24.2541626514495,24.8976566490805,29.6245570020489,32.3891978807598,33.3901885437413
"KS",0,0,0,0,4.35856208634414,3.63785496970456,2.74555092053174,2.74555092053174,1.37277546026587,0.75502650314623,2.02484380389216,9.47215067583452,10.5703710440472,9.02599865124811,7.99641705604871,9.33487312980793,5.62837938709008,14.7230168113515,19.4934115357754
"ME",0,0,0,0,13.1097418714045,14.8873339895611,13.7022725774567,13.7022725774567,28.5896065670178,27.8489431844526,27.1082798018874,25.7750857132699,22.9605648595221,21.5533044326481,18.8869162554133,17.1093241372568,9.11015960555231,11.9987467975567,14.2948032835089
"MS",0,1.34826037334678,0.67413018667339,7.41543205340729,8.08956224008068,11.5613327014486,11.527626192115,12.9095930747954,27.0326204856029,28.3808808589497,29.9650867976322,27.1674465229376,26.1225447335939,25.7517731309235,25.0102299255828,27.2685660509386,37.0771602670364,34.9199436696816,34.7851176323469
"MT",0,3.516639721186,3.42409657062847,5.08987328066394,4.90478697954889,4.81224382899136,4.81224382899136,4.62715752787631,6.10784793679673,10.1797465613279,11.9380664219209,13.7889294330714,12.7709547769386,12.5858684758236,14.251645185859,19.0638890148504,24.0612191449568,28.5032903717181,30.3541533828686
"NJ",0,17.5853947104889,8.64634003691132,8.92779641832119,9.3443518628078,6.55230455922186,6.55230455922186,4.0079388712766,3.00595415345745,1.91390339358714,0.607945783845327,9.99733066767871,17.3489713501046,16.5946682479261,20.4449915456132,22.2463123866364,25.1396839875299,37.2760831539237,46.5528854851931
"NM",0,62.5736177663497,31.429237451687,31.2393326936708,30.7170946091262,29.9099993875572,29.9099993875572,29.5301898715247,29.2453327345003,29.00795178698,29.3402851135084,29.0554279764841,44.8175228918317,44.6276181338154,43.0134276906774,42.0639039005963,47.2862847460427,19.322809128152,21.744094792859
"SC",0,25.7567975715019,14.1432415236372,13.4724915868794,16.3279698890771,12.0160060099194,12.0160060099194,7.56989214341017,11.9585131581973,24.1469977232831,25.0668833508367,20.8890694590306,19.4709124498854,16.8262412706687,12.7442487983994,9.04554200427747,8.12565637672383,6.57334938022706,6.57334938022706
"TN",0,0,0,0,2.236150893139,1.07451406553432,0.479175191386928,0.479175191386928,0.217806905175876,0.769584398288096,0.682461636217745,19.3702941003079,14.418817122643,12.4585549760601,10.1643222415409,10.1352813208508,5.11120204146056,24.6993030469444,20.1834398796312
"WI",0,0,0,0,0.685794033763355,9.05248124567628,11.7099331265093,12.1214095467673,11.6927882756652,11.1612978994986,22.8712310260079,23.6770390156798,24.2428190935346,24.534281557884,24.8085991713894,28.014686279233,37.7529615586727,41.1819317274895,41.5762632969034
"AK",NA,16.4123212766598,7.79585260641339,7.65908326244122,10.2577007979124,11.7621635816062,11.7621635816062,10.6680088298288,9.16354604613504,13.4033957092721,26.5332527306,28.3112542022381,27.2170994504608,26.8067914185443,19.8315548759639,18.8741694681587,19.968324219936,36.517414840568,38.7057243441226
"AL",NA,0,0,0,3.65739773712738,3.0884692002409,2.64145392125867,2.64145392125867,1.64582898170732,20.5423839568655,19.6889911515357,18.0025244171937,12.1913257904246,10.7893233245258,9.38732085862695,9.38732085862695,6.13630064784705,22.8384169807288,22.0662996806685
