"State.Code","2022-01-03","2022-01-04","2022-01-05","2022-01-07","2022-01-10","2022-01-11","2022-01-12","2022-01-13","2022-01-14","2022-01-19","2022-01-21","2022-01-24","2022-01-25","2022-01-26","2022-01-27","2022-01-28","2022-02-01","2022-02-04","2022-02-07"
"ND",2.09065880578956,4.18131761157911,2.09065880578956,2.09065880578956,0,0,0,0,0,2.61332350723695,1.30666175361847,1.30666175361847,1.30666175361847,NA,NA,2.61332350723695,2.61332350723695,4.31198378694096,4.31198378694096
"MI",12.4416109678821,25.244429996122,12.6623492269897,12.7727183565435,12.5921143263645,12.1105035792207,11.8295639767201,12.2710404949353,12.7927854710078,13.7660405225276,23.4283561371005,24.873188378532,26.1875843759453,26.5588259935354,25.8665105445161,25.0337252942466,24.5721816615671,28.8063428135399,28.4250676387177
"SD",8.96140658237717,17.9228131647543,7.95324834185974,7.95324834185974,3.47254505067115,1.34421098735658,1.34421098735658,5.60087911398573,16.8026373419572,19.0429889875515,13.6661450381252,13.1060571267266,12.8820219621672,12.6579867976078,12.4339516330483,17.0266725065166,17.0266725065166,16.4665845951181,16.3545670128383
"WY",3.43449052767512,6.86898105535025,3.43449052767512,3.43449052767512,3.43449052767512,3.43449052767512,3.43449052767512,3.43449052767512,6.69725652896649,8.41450179280405,22.6676374826558,17.5159016911431,14.768309269003,14.768309269003,14.768309269003,21.2938412715858,27.6476487477848,27.1324751686335,27.3041996950172
"IN",10.3923743066754,21.79141734961,11.3694351389269,9.34129371440482,11.2806114269041,9.90384389054964,9.90384389054964,40.3259652583815,9.91864784255346,19.0970980849164,20.7255328053356,22.9461256059073,24.6041682303341,23.8195587741321,23.2866165019949,23.0349493179301,22.1911240537129,33.6641868566665,34.5524239768952
"CO",1.72184639098414,6.88738556393655,3.21985275114034,2.85826500903367,2.65164344211557,2.44502187519747,2.2900557000089,4.83838835866542,7.85161954288766,10.744321479741,16.7880023120953,20.6449382278998,22.9694308557284,22.3151292271544,22.4356584745233,28.6343054820662,28.2038438843202,28.548213162517,28.7203978016154
"AZ",8.81235227688141,23.580453340279,11.5611594091197,12.1136157445205,10.4966703726156,8.17904867288535,7.77481232990914,6.50820512191701,5.95574878651618,9.28396134368699,20.6025789470209,20.589104402255,20.7507989394455,20.3735116860011,21.1146116481241,21.7344407073543,20.6564771260844,26.9490895317474,27.7575622176999
"NH",8.78300488554647,14.6383414759108,7.31917073795539,7.31917073795539,7.31917073795539,7.31917073795539,7.31917073795539,8.63662147078736,10.0272639109989,25.3975224607052,23.787304898355,28.8375327075442,29.203491244442,30.4477502698944,29.7890249034784,34.3269107610108,39.8894805218569,38.2060712521271,37.9133044226089
"NY",5.30078023347842,12.1943802834557,4.05962193490787,3.33561292740837,2.57540346953391,1.75830758964162,2.22891344451629,3.01498036694431,16.6004922433812,17.1383275060951,22.41325027502,22.1857045869487,20.4325684902178,19.5482432024863,18.9897219681295,19.7809603834683,32.1977148620846,36.7641431022421,37.9949584149912
"CA",5.90325999658911,13.3407579613107,8.9031524475236,8.56785540813041,8.04204868726383,7.01329640730746,7.11998182893257,7.64070829162653,7.86423965122199,10.2621215087005,17.2779580450943,18.1212809017499,20.3616747558771,21.565695942789,22.2845524742153,22.8891031967575,25.1599785999205,28.9396906803527,37.6523334464029
"LA",6.00604737931827,14.552286840212,7.66363034780396,7.23308931702846,11.4739184701672,11.0003233363141,10.4190929447672,11.5384996247835,10.8926880786202,12.2488923255631,26.1123135165343,24.5623658057425,24.2179329811221,23.7873919503466,23.2061615587996,27.7053153304036,30.1809262573628,35.907121966677,41.5902635729136
"CT",3.96400793251403,7.7031076135379,3.85155380676895,4.10457558969538,4.07646205825911,3.79532674389641,3.68287261815133,3.62664555527879,3.68287261815133,10.3738930999835,13.7475168723359,13.7756304037722,13.129019180738,12.9041109292478,13.859970998081,13.3820409636644,13.2977003693556,25.639540669878,26.061243641422
"RI",5.77036774269836,0.56757715501951,0.189192385006503,0.189192385006503,0,0,0.0945961925032517,0.0945961925032517,11.3515431003902,26.1085491308975,17.9732765756178,15.040794608017,9.08123448031217,6.52713728272437,12.2975050254227,12.770485987939,12.770485987939,22.7976823932837,22.1355090457609
"KY",4.91372942906261,9.82745885812522,4.91372942906261,6.03048611748593,4.10966461339782,6.1868320538652,10.0731453295784,6.58886446169759,5.24875643558961,16.7290151925813,15.4559125677788,17.0417070653399,17.6000854095515,19.632582582482,18.7615123655118,21.7767554242547,20.3249717293044,30.1971008549666,31.269187275853
"TX",1.80172453988672,9.482043703298,3.71584399435996,3.54554866922888,4.62181512405725,3.26967024251655,3.5796077342551,3.51489551070529,3.54895457573151,11.3450745602319,11.9240786656775,11.1475319830799,8.66462614266886,7.59517150084574,8.68165567518197,10.1461954713092,14.1685710509051,19.3523607478948,19.8359994712671
"WA",4.41925067185608,9.30642200308516,3.92533442029569,3.32743579998575,7.69469528746706,5.53706113591379,5.44607656325793,5.55005893200749,9.18944183824191,14.076613169471,15.1294346530602,13.5826969179106,16.3252318936801,16.92313051399,16.92313051399,20.029603780383,22.1092511553741,27.7632924561311,45.5702731044924
"NE",3.09669108235547,10.3223036078516,5.16115180392578,5.16115180392578,5.16115180392578,5.16115180392578,5.10954028588652,6.24499368275019,6.24499368275019,10.012634499616,10.5803611980478,10.3739151258908,12.4899873655004,15.4318438937381,12.6964334376574,11.81903763099,11.612591558833,16.3092397004055,20.6962187337424
"NC",2.72620342779046,8.09371121468588,4.06572206705083,4.78264753595075,5.53730592426645,5.31090840777174,6.11273294535717,5.47127331528882,7.92391307731485,13.9989131032562,16.5647516235296,15.4233308112021,15.80066000536,15.5742624888653,15.5931289485731,23.3849768079327,23.8094721513603,26.6111414179824,26.1960793044087
"VT",2.8876372229272,5.7752744458544,10.4275788605704,8.82333595894421,8.02121450813111,8.50248737861897,9.30460882943208,8.66291166878159,11.2297003113835,23.5823706539054,24.5449163948812,22.7802492030923,18.7696419490268,16.6841261769127,15.8820047260996,11.5505488917088,13.4756403736603,17.1653990474006,26.6304321669953
"MO",2.60097133274421,7.15267116504659,4.86056517806575,4.79554089474714,5.64085657788901,10.2900928351693,10.3226049768286,10.4201414018065,12.1920531222385,22.3683534616002,23.9777044737357,24.5954351652625,23.6038148446537,22.986084153127,22.7097309490229,29.1471349975648,32.3008127385172,35.015576567069,34.7554794337945
"NV",2.5173193162196,4.97090902949693,2.48545451474846,3.09088574270001,2.612913720633,4.36547780154538,4.33361300007425,4.23801859566084,7.04212112512065,6.72347311040931,6.21363628687116,12.6503261840403,18.6090440591423,22.337225831265,24.6314915371867,25.1413283607248,33.1075287285084,37.8553841477074,38.4289505741878
"WV",2.07307650716864,11.7661099055518,5.49085128925749,4.65041486743236,3.86600754039558,3.3617456873005,4.48232758306734,5.93908404756422,12.4384590430119,8.40436421825125,9.97317887232482,27.1180818775574,17.2569611948092,15.5200592563706,13.1668372752603,8.90862607134633,15.8562338251007,27.6783728254408,30.3677693752812
"OK",1.50724116335907,3.01448232671814,1.50724116335907,2.00965488447876,7.93813679369109,3.21544781516601,3.49177536178184,3.49177536178184,1.55748253547104,4.39612005979728,14.6956013427509,19.7448592400038,16.5042907387818,15.4743426104864,14.3439117379671,19.2173248328281,26.0752721261119,26.1003928121679,32.1795988377161
"MN",1.4140916352591,4.24227490577731,4.40136021474396,5.39122435942533,6.08059403161414,6.15129861337709,5.76242341368084,6.50482152219187,6.91137286732886,6.85834443100665,15.0070474791872,19.4967884211349,18.9665040579127,18.8250948943868,18.7190380217424,17.729173877061,17.3049463864833,32.9483351015371,45.8519212732764
"OH",1.36831463916217,2.73662927832435,2.22351128863853,2.94187647419867,4.31019111336085,4.42136667779277,5.49036248963822,6.24293554117742,8.61183026022693,16.530951234378,19.17350888126,19.4471718090924,19.6951788374405,19.4386198425976,17.907817840035,22.354840417312,19.678074904451,35.8583955125437,38.4410893939623
"UT",1.23081505496051,5.84637151106241,3.29243027201936,3.04626726102726,2.92318575553121,6.18484565117655,3.01549688465324,2.92318575553121,2.98472650827923,4.58478607972789,6.21561602755056,6.21561602755056,9.81575006331005,9.63112780506597,8.21569049186139,7.96952748086929,7.01564581327489,11.2311873765146,11.6312022693768
"MD",1.15591626014193,12.5829741461164,6.09332999989101,5.94471219501562,5.96122528444622,5.87865983729323,7.08411536572695,6.2419478047664,6.62174886167018,15.6378956907772,17.1570999183923,16.7442726826273,16.7112465037661,18.0157805687835,18.2469638208118,16.5296025200296,16.3149323574318,31.0611212189566,31.044608129526
"MA",0.870375802160099,3.45249068190172,1.69723281421219,4.59848548807919,6.48429972609274,6.44078093598473,8.52968286116897,11.7645795925307,15.8553458626831,16.7112154014739,24.2399660901587,26.1402865915416,33.2338493791464,32.740636424589,32.3199547868783,31.0143910836382,29.5927772734434,28.3887574137886,28.1711634632485
"PA",0.782273433665638,7.00916996564412,10.631095963516,10.9440053369823,11.0613463520321,11.3116738508051,12.0391881441142,12.3129838458971,16.7719424177913,30.8685096924461,30.6494731310197,29.2648491534315,28.5999167348157,25.4942912031631,25.564695812193,23.1865845738495,36.3678919311155,38.6755985604291,38.8633441845089
"AR",0.659952311845946,3.95971387107568,2.60681163179149,3.10177586567595,4.58666856732932,3.29976155922973,3.82772340870649,3.29976155922973,2.44182355383,9.47031567498933,10.8562155298658,20.8874906699242,15.6078721751566,14.4529556294262,12.3741058471115,11.4171749949349,8.44738959162811,23.4283070705311,22.5373714495391
"OR",0,2.82918311817003,1.41459155908501,1.41459155908501,1.41459155908501,1.41459155908501,1.76823944885627,2.99421880006328,3.18283100794128,3.32429016384978,8.53470240647958,9.35988081594584,13.1557014994906,13.7215381231246,14.0044564349416,13.6036554932009,14.3816808506976,18.0596189043187,20.1343531909767
"VA",0.232813611866882,6.16956071447238,5.1451808222581,5.44783851768505,7.08917448134657,6.84472018888634,7.5198796633003,6.63518793820615,6.32088956218585,11.7221653574975,17.5192242929829,18.6600109911306,19.7775163280917,17.8218819884098,16.4366409978019,19.2536857013912,25.2253548457767,30.8478035723619,30.8361628917686
"FL",0,0,0,0.46012315104113,7.07669406301258,6.53834997629446,6.10583421431579,6.04141697317004,5.50767411796232,8.89418050962504,7.78988494712633,7.55522214009535,6.33589578983636,6.01380958410757,4.9279189476505,4.14110835937017,3.57055565207917,8.33283026535486,12.1334474929546
"GA",0,4.27637042966412,1.43790621434121,1.83006245461609,8.66478549940677,7.02146411158825,6.70400429803239,7.09616053830727,7.91782123221653,8.73014487278592,7.41362035186312,15.4061380107987,20.8589771612874,19.8038901338812,15.8076313044134,15.0046447171839,12.7544148622733,12.6423702221948,11.5125867680696
"HI",0,2.84291609275298,2.84291609275298,1.42145804637649,4.26437413912947,9.23947730144719,9.09733149680954,8.74196698521541,7.74694635275187,12.3666850034755,19.6161210399956,20.4689958678215,17.7682255797061,17.2707152634744,19.3318294307203,19.829339746952,21.2507977933285,24.2358596907192,23.098693253618
"IA",0,0,0,0,0,0,0.632198968188064,6.32198968188064,6.9225787016593,9.95713374896201,23.4545817197772,27.2477755289056,29.4920818659732,33.474935365558,32.6846866553229,35.2450924764846,34.2967940242025,37.710668452418,39.1331161308412
